"RegionName","City","State","Metro","CountyName","SizeRank","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10"
"33131","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2350,2550,2649.5,2500,2485,2500,2500,2550,2550,2550,2550,2700,2600,2600,2650,2675,2650,2562.5,2550,2549,2550,2500,2572.5,2562.5,2500,2500,2500,2500,2550,2600,2512.5,2500,2525,2550,2500,2550,2500,2550,2600,2600,2500,2500,2500,2500,2500,2600,2600,2600,2607,2607,2650,2650,2631.5
"11357","New York","NY","New York","Queens",172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2000,2200,2300,2100,2100,2100,2200,2225,2200,2200,2100
"02150","Chelsea","MA","Boston","Suffolk",173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1600,1550,1700,1750,1800,1750,1900,1995,1945,1901.5,2045,2100
"11105","New York","NY","New York","Queens",174,,,,,,,,,,,,,,,,,,,,,,,,2100,2175,2287.5,2200,2195,1975,2025,2062.5,2200,2195,2195,2050,2000,2100,2200,2199.5,2110,2150,2100,2150,2250,2200,2295,2400,2295,2300,2295,2372.5,2400,2400,2350,2300,2200,2200,2200,2250,2300,2200,2300,2300,2300,2195,2300,2300,2394,2274.5,2300,2400,2400,2300,2300,2100,2150,2200,2150,2200,2100,2250,2300,2350,2295,2100
"02118","Boston","MA","Boston","Suffolk",175,,,,,,,,,,,,,,,,2325,2275,2375,2387.5,2400,2400,2500,2600,2600,2550,2600,2700,2550,2600,2500,2600,2750,2800,2850,2800,2850,2800,2800,2800,2800,2850,2800,2795,2655,2772.5,2800,2750,2750,2772.5,2772.5,2800,2800,2795,3000,2800,2765,2800,2800,2850,2700,2725,2750,2800,3000,2995,2950,3000,2900,2900,2945,2875,2995,2900,2600,2775,3125,3200,3000,3000,2972.5,2995,3000,3000,3050,3050
"33138","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1575,1525,1650,1600,1650,1680,1600,1600,1600,1595,1750
"02125","Boston","MA","Boston","Suffolk",177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1925,1975,1950,2000,2012.5,1950,1905,1972.5,1950,1900,1950,1995,1995,2100,2050,2250,2300,2215,2100,2050,2000,2000,2000,2300,2200,2325,2400,2400,2250,2000,2000,2000,2050,2050,2400,2475,2485,2500,2495,2500,2600,2425,2275,2200,2200,2200,2500,2550,2550,2632.5,2672,2695,2679,2600,2550,2600
"02453","Waltham","MA","Boston","Middlesex",178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1985,1887.5,1700,1650,1700,1840,1900,1840,1800,1800,2000,2300,2000,1800,1700,1775,1875,2000,2100,2000,2150,2275,2200,2050,2000,1950,1800,2000,2100,2300,2100,2223.5,2200,2175,2100,2150,2200,2000,2100,2000,2195,2000,2100,2135,2100,2100,2025,2100,2200,2050,1997.5
"11358","New York","NY","New York","Queens",179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,2000,1925,2100,1900,1850,1900,1900,2000,2000,2100,2025
"10030","New York","NY","New York","New York",180,,,,,,,,,,,1650,1695,1695,1550,1550,1600,1650,1695,1650,1697.5,1799,1812,1800,1749,1550,1580,1599.5,1650,1650,1695,1700,1727,1700,1700,1749.5,1779,1750,1795,1775,1795,1775,1750,1750,1750,1750,1795,1800,1899,1900,1950,1950,2000,2000,2000,1950,1999,2000,1997,2100,2000,2000,1900,1900,2000,2000,2000,2000,2000,2100,2000,2000,2250,2100,2225,1985,2250,2165,2100,2100,2100,2100,2165,2250,2299.5,2210
"11104","New York","NY","New York","Queens",181,,,,,,,,,,,,,,,,,,,,,,,,,1675,1675,1750,1750,1750,1750,1750,1750,1750,1800,1800,1800,1800,1750,1800,1800,1835,1835,1867,1900,1900,1875,1875,1900,1950,1900,1950,1950,2000,2000,1975,1950,1950,2000,2100,2100,2150,2100,2100,2100,2050,2100,2106,2027.5,2000,1995,2000,2100,2100,2100,2025,2000,1937.5,1995,1950,2000,2000,2050,2000,1973,2100
"60624","Chicago","IL","Chicago","Cook",182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325,1300,1250,1203.5,1200,1250,1250,1250,1207,1250,1250,1228.5,1200
"02116","Boston","MA","Boston","Suffolk",183,,,,,,,,,,,2625,2800,2800,2400,2265,2200,2575,2400,2650,2500,2500,2450,2400,2600,2600,2600,2900,2600,2550,2500,2500,2700,2700,2800,2850,3000,2900,2800,2825,2800,2800,2700,2750,2800,2750,2900,2865,2800,2800,2850,2850,3000,3200,2797.5,2800,2700,2700,2762.5,2700,2795,2762.5,2750,2750,2950,2995,2950,2900,2800,2750,2772.5,2650,2700,2915,2800,3000,2650,2800,2800,2850,2800,3000,2850,2850,2800,2865
"02131","Boston","MA","Boston","Suffolk",184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,1950,1900,1900,1900,1850,1850,1800,1695,1650,1662.5,1662.5,1892.5,1900,1850,1850,1800,1800,1800,1800,1875,2000,2000,2100,2100,2100,2025,1900,1900,1800,1800,1762.5,1850,2000,2000,1900,2200,2095,2250,1950,1995,2025,1800,1950,1850,1900,1900,2000,2100,2200,2100,2100,2150,2000
"33137","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355,2300,2450,2400,2300,2300,2300,2300,2350,2000,2000,2100,2162.5,2100,2000,2000,2075,2150,2000,2000,2000,2175,2250,2175,2325,2500,2750,2755,2700,2690,2700,2250,2300,2350,2450,2300,2350,2450,2362.5,2250,2300,2500,2500,2500,2550,2500,2450,2500,2575,2600
"10017","New York","NY","New York","New York",186,,,,,,,,,,2800,2900,2950,3150,3295,3000,3000,3000,2950,2900,2900,3000,2992.5,3000,3000,3000,3000,3000,2950,3000,3000,3000,3000,3075,3100,3100,3195,3197.5,3050,3000,3100,3100,3200,3200,3200,3295,3200,3187.5,3100,3097.5,3200,3200,3200,3295,3397.5,3585,3180,3195,3095,3100,3100,3100,3250,3250,3150,3100,3060,3037.5,2850,3200,3272.5,3100,3125,3297.5,3295,2840,3010,3000,3118.5,3180,3070,2975,2960,2975,3050,2950
"10039","New York","NY","New York","New York",187,,,,,,,,,,,,,,,,,,,,,,,1450,1495,1500,1450,1450,1450,1450,1450,1500,1500,1500,1550,1550,1550,1500,1500,1500,1495,1500,1500,1550,1600,1600,1650,1650,1650,1625,1650,1650,1650,1650,1700,1800,1800,1800,1775,1750,1700,1700,1800,1800,1900,1915,1900,1800,1950,1800,1997.5,1900,1825,1775,1797.5,1800,1995,1800,1800,1850,1816.5,1950,1950,1999,1995,1912.5
"60621","Chicago","IL","Chicago","Cook",188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,950,1000,1100,1000,1000,1000,1100,1000,1000,1000,1100,1050
"02132","Boston","MA","Boston","Suffolk",189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.5,1900,1895,1932.5,1890,1917.5,1995,1925,1995,1995,2100,1995,1975
"10038","New York","NY","New York","New York",190,,,,,,2900,2990,3000,2995,3095,3072.5,3100,3010,3050,3000,2992,3020,3032.5,3100,3169,3200,3200,3247,3250,3212.5,3195,3195,3195,3200,3175,3195,3200,3249.5,3250,3275,3250,3250,3250,3260,3210,3225,3250,3275,3195,3230,3300,3300,3375,3326,3300,3302.5,3167.5,3295,3620,3712.5,3505,3450,3625,3495,3495,3500,3410,3395,3400,3362.5,3350,3395,3395,3527.5,3495,3457.5,3500,3446,3355,3350,3350,3393.5,3395,3480,3600,3595,3700,3600,3525,3485
"33304","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1300,1400,1350,1250,1350,1200,1297.5,1300,1325,1350,1500,1497.5,1450,1300,1250,1350,1400,1325,1325,1250,1350,1300,1250,1300,1295,1275,1300,1350,1300,1300,1300,1350,1290,1250,1295
"33019","Hollywood","FL","Miami-Fort Lauderdale","Broward",192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450,2400,2200,2225,2250,2150,2100,2100,2275,2300,2400,2200,2150,2050,2275,2300,2200,2250,2350,2150,2300,2400,2250,2200,2200,2300,2500,2400,2300,2400,2200,2200,2300,2200,2200,2150,2225,2300,2195
"11228","New York","NY","New York","Kings",193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1500,1500,1600,1600,1650,1700,1600,1700,1650,1700,1750,1600,1600,1600,1650,1650,1650,1697.5,1700,1700,1750,1850,1800,1850,1800,1850,2000,1900,1995,1900,1850,1925,1850,1975,1975,2000,2050,2000,2000,2100,2000,1925,2050,1900,2125,2225,2200,2100,2200,2200,2200,2200,2000,2100,2000,2100
"02143","Somerville","MA","Boston","Middlesex",194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,2350,2200,2300,2500,2400,2300,2300,2400,2375,2300,2300,2375,2300,2450,2400,2350,2312.5,2300,2295,2300,2249,2300,2550,2600,2700,2600,2600,2500,2400,2362.5,2272.5,2200,2275,2300,2600,2600,2800,2725,2500,2700,2800,2600,2450,2300,2400,2387.5,2400,2700,2775,2700,2700,2695,2700,2500
"11379","New York","NY","New York","Queens",195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925,2000,2100,1800,1975,2100,2000,2000,2100,1900,1999,2000,2000,2050,2100,2100
"60601","Chicago","IL","Chicago","Cook",196,,,,,1638,1822,1754,1749.5,1859,1875,1929,1958.5,1932.5,1888,1925,1900,1897.5,1972,2100,1920,1953.5,1958.5,1936,1962,1948,1920,1915,1940,1965,1988,2053,1957.5,1948.5,1938,1918.5,1946,1952,1934,2000,2075,2023.5,2100,2076,2081.5,2069,2096,2103,2125,2086.5,2125,2031,1967,2205,2258,2201.5,2278,2290.5,2219,2108,2299,2504,2380.5,2355,2165,2147,2153.5,2384,2326,2303,2275,2372,1958,1957,2120,1959,2017,1945,1990,1980,2012,2075,2174,2199.5,2174,2090
"02115","Boston","MA","Boston","Suffolk",197,,,,,,,,,,,,,2200,2225,2200,1950,1850,1850,1850,1900,1900,2150,2275,2300,2125,2300,2450,2200,2100,2100,2100,2195,2200,2265,2300,2375,2225,2450,2500,2600,2500,2500,2425,2350,2330,2330,2345,2350,2400,2400,2400,2400,2400,2400,2400,2362.5,2362.5,2400,2415,2450,2415,2450,2415,2475,2400,2400,2400,2395,2415,2400,2295,2300,2500,2397.5,2600,2500,2600,2495,2500,2495,2400,2400,2500,2550,2592.5
"02145","Somerville","MA","Boston","Middlesex",198,,,,,,,,,,,,,,,,,,,,1650,1750,1800,1737.5,1900,1850,1800,1800,1850,1800,2000,1900,1830,1800,1830,1950,1962.5,1900,1950,1899.5,1800,1825,1850,1900,1900,2000,2300,2132.5,2100,2000,2015,2000,2100,2100,2100,2200,2350,2325,2300,2300,2200,2000,2100,2100,2200,2300,2200,2200,2212.5,2300,2300,2287.5,2475,2400,2250,2250,2250,2100,2200,2325,2600,2575,2600,2500,2500,2472.5
"10037","New York","NY","New York","New York",199,,,,,,,,,,,,,,1475,1495,1510,1525,1560,1572.5,1550,1550,1785,1822.5,1750,1625,1650,1705,1687.5,1650,1725,1750,1750,1737.5,1725,1750,1725,1725,1749.5,1700,1725,1702,1707,1750,1800,1795,1795,1750,1750,1775,1750,1750,1775,1800,1837.5,1800,1750,1797,1817.5,1897.5,1850,1847.5,1883,1899,1881.5,1850,1875,1935,1906,1965,1900,1950,1800,1955,1950,1915,1950,1950,1911,1887.5,1975,2112.5,2154,2149,2100,2025
"02144","Somerville","MA","Boston","Middlesex",200,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650,2875,2855,2500,2500,2550,2550,2625,2700,2600,2450,2400,2400,2300,2300,2400,2450,2400,2625,2595,2550,2600,2400,2500,2500,2500,2600,2800,2800,2850,2850,2700,2600,2695,2500,2500,2500,2550,2650,2750,2900,2900,2800,2700,2762.5,2700,2550,2550,2600,2600,2690,2950,3000,3000,2995,2850,2700,2600
"33301","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825,2000,1924.5,1950,1800,1800,1800,1750,1700,1675,1675,1775,1719,1650,1650,1900,1950,1800,1700,1897.5,1725,1671.5,1700,1662.5,1650,1650,1650,1650,1650,1787.5,1687.5,1700,1700,1650,1787.5,1725,1675,1787.5,1662.5,1675,1787.5,1797,1675,1712.5,1800,1825,1803,1800,1795,1800,1662.5,1650
"02478","Belmont","MA","Boston","Middlesex",202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,2000,1900,1900,1900,1900,1850,1850,1950,1950,1800,1874.5,1975,2000,2000,2200,2100,1995,2000,2000,2000,2100,2150,2150,2125,2100,2200,2000,2000,2000,2000,1995,2000,2000,2050,2100,2150,2200,2200,2300,2000,2000,2000,2025,1995,2000,2100,2100,2295,2295,2290.5,2295,2300,2300
"60642","Chicago","IL","Chicago","Cook",203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2103,2100,2100,1995,2050,2000,2100,2097.5,2050,2250,1995,1800,1850,2100,1950,2100,1900,1950,2135,2000,1968,1895,1800,1767.5,1849.5,2033.5,2100,2100,2050,2000
"02215","Boston","MA","Boston","Suffolk",204,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1800,2050,1900,1795,1800,1800,1785,1775,1800,1825,1825,1850,1875,1925,1975,1950,1950,1900,1900,1900,1900,1900,1900,1945,1925,2025,2100,2000,2000,1950,1950,1950,1960,1950,1950,2012.5,2075,2100,2150,2075,2000,2000,1900,1975,1950,1925,1950,1975,1975,2147.5,2025,1995,2050,1950,1925,1850,2000,2075,2125
"32801","Orlando","FL","Orlando","Orange",205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524.5,1587,1650,1550,1300,1395,1358,1366,1412,1507.5,1455,1484
"02134","Boston","MA","Boston","Suffolk",206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,1850,1825,1800,1800,1895,1895,1975,2095,2200,2200,2400,2350,2295,2299.5,2085,2037.5,2000,1995,1900,1800,1850,1995,2300,2195,1995,1995,1950,1950,1950,1995,2050,2075,2100,2399,2385,2400,2400,2350,2300,2500,2150,2200,2400,2300,2090,2300,2600,2550,2650,2567.5,2600,2600,2550,2550,2500,2495
"11361","New York","NY","New York","Queens",207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1750,1700,1750,1750,1750,1800,1800,1800,1987.5,2050,1850,1950,1900,1900,1900,1950,2000,1980,1950,1965,1965,2000,1950,1900,2000,1995,2000,2000,2047.5,2100,2100,1895,1900,2095,2150,1850,1975,1995,1850,2100,1995,1995,2100,2150,2122.5,2000,2100,2000,2100,1995
"10471","New York","NY","New York","Bronx",208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1999,2030,2197.5,1999,1795,1700,1700,1700,1700,1712.5,1762.5,1830,1850,1900,2003.5,2000,1972.5,1995,1912.5,1895,1762.5,1820.5,1995,1995,2095,1900,2000,2100,2095,1996,1912,1900,1975,1800,2100,1895,2000,2000,2145,2295,2000,1847.5,1800,1872.5,1900,1897.5,1850,1950,1900,1900,1800
"02140","Cambridge","MA","Boston","Middlesex",209,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2500,2500,2250,2500,2200,2100,2200,2200,2300,2300,2425,2577,2505,2400,2400,2500,2505,2530,2600,2700,2579,2450,2587.5,2400,2500,2600,2547.5,2595,2825,2750,2600,2600,2682.5,2600,2600,2500,2600,2650,2725,2650,2800,2700,2800,2700,2850,2600,2650,2500,2600,2850,2800,3000,2900,2840,2950,2931,2889,2800
"11378","New York","NY","New York","Queens",210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1600,1600,1674,1600,1600,1600,1600,1625,1600,1600,1675,1750,1774.5,1750,1750,1699,1912.5,1825,1800,1800,2000,1900,1862.5,1875,1900,1900,1900,1887.5,1800,2000,2100,2150,1900,2000,2100,1800,2000,2100,2100,2099,2200,2125,2000,2125,2100,2195,2100,2100
"78751","Austin","TX","Austin","Travis",211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1145,1322,1269.5,1415,1415,1500,1432.5,1400,1325,1290,1195,1344
"33154","Bal Harbour","FL","Miami-Fort Lauderdale","Miami-Dade",212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,2800,2400,2250,2300,2250,2400,2487.5,2695,2695,2600,2600
"11418","New York","NY","New York","Queens",213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625,1700,1697.5,1700,1800,1797.5,1850,1765,1925,1875,1800,1700
"11415","New York","NY","New York","Queens",214,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1550,1550,1550,1525,1528,1500,1550,1550,1650,1650,1650,1625,1650,1650,1650,1650,1675,1675,1650,1650,1700,1692.5,1725,1695,1700,1700,1725,1700,1750,1800,1800,1800,1900,1850,1850,1850,1800,1950,1900,1950,1850,1800,1800,1837.5,2000,1800,1950,1995,2000,1900,1850,1800,1872.5,1837.5,1825,1800,1900,1862.5,1950
"02445","Brookline","MA","Boston","Norfolk",215,,,,,,,,,,,,,,,,,,,,,,,,,,,2497.5,2300,2400,2300,2450,2500,2600,2600,2600,2600,2550,2550,2650,2650,2699,2699,2650,2637.5,2650,2600,2600,2500,2475,2600,2550,2500,2599,2550,2700,2674.5,2600,2600,2570,2595,2595,2550,2595,2600,2800,2800,2900,2650,3000,2850,2597,2825,2600,2600,2699,2700,2795,2850,2950,2790,2925,2900,2775,2750,2700
"02114","Boston","MA","Boston","Suffolk",216,,,,,,,,,,,,,,,,2290,2242.5,2250,1850,1850,2000,2280,2375,2300,2350,2400,2400,2500,2550,2550,2500,2507.5,2500,2695,2730,2835,2800,2825,2750,2700,2800,2845,2880,2800,2697.5,2800,2520,2690,2735,2650,2700,2675,2740,2600,2695,2442.5,2400,2500,2575,2625,2600,2597.5,2600,2695,2700,2700,2700,2900,2800,2800,2750,2640,2700,2700,2600,2535,2795,2755,2750,2795,2700,2499.5,2700,2700,2600
"60661","Chicago","IL","Chicago","Cook",217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2190,2180,2165,2085,2051,2070,2000,2035,1840,2035,2054,2054,1935,1738,1634,1713,1789.5,1875.5,1881,1939.5,1796,2051,1950,1955,1958,2017,2050,2047,2079.5,1992.5,2184.5,2280,2276.5,2166,2264.5,2121,2094,2035,1995,2040,2020,2052,2047.5,2104.5,2178.5,2052,2100,2077.5,2051,2066.5,1950,1995,2019,2050,2033,2130
"02129","Boston","MA","Boston","Suffolk",218,,,,,,,,,,,,,,,,,,,,,,,,2300,2300,2300,2350,2400,2384.5,2430,2397.5,2720,2849.5,2612.5,2500,2550,2600,2600,2745,2600,2600,2600,2600,2650,2600,2699,2600,2547,2500,2475,2505,2502.5,2505,2555,2800,2600,2625,2717.5,2600,2550,2600,2600,2600,2600,2600,2560,2507.5,2460,2600,2582.5,2625,2630,2460,2600,2600,2800,2950,2900,3000,3000,3100,3300,2875,2700,2590
"33129","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2175,2325,2300,2500,2450,2150,2450,2300,2400,2500,2500,2500,2500,2449.5
"33132","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2499.5,2400,2500,2500,2550,2550,2550,2350,2400,2375,2475,2537.5,2400,2200,2250,2250,2200,2300,2500,2400,2500,2500,2400,2500,2500,2400,2400,2500,2500,2350,2350,2400,2500,2450,2450,2400,2300,2350,2350,2300,2350,2350,2450,2450,2300,2400,2500,2500
"10543","Town of Mamaroneck","NY","New York","Westchester",221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,2175,2100,2100,2000,1925,2000,2000,2050,2000,2000,2000,1950,2100,1925,1825,2000,2000,1895,2125,2350,2350,2250,2350,2350,2350,2350,2350
"11232","New York","NY","New York","Kings",222,,,,,,,,,,,,,,,,,,,,,1750,1700,1725,1850,1800,1750,1700,1650,1625,1650,1800,1850,1975,1925,1850,1875,1900,1850,1840,1800,1800,1800,1800,1900,1900,1975,1950,1900,1950,1975,1975,2000,2300,2100,2000,1937.5,1899,1900,2000,2000,2100,2150,2195,2100,2100,2100,2100,2200,2125,2100,2225,2000,2000,2100,1985,2000,2000,2100,2175,2250,2200,2200,2200,2200,2400
"10805","New Rochelle","NY","New York","Westchester",223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1792.5,1850,1825,1836,1850,1797,1725,1850,1800,1797.5,1750,1800
"02141","Cambridge","MA","Boston","Middlesex",224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450,2500,2487.5,2600,2750,2800,2700,2650,2650,2600,2500,2400
"02467","Brookline","MA","Boston","Norfolk",225,,,,,,,,,,,,,1850,1850,1885,1850,1980,1850,1905,1870,1885,1885,1920,1950,2020,1995,1932.5,1955,2060,2065,2100,2067.5,2035,2042.5,2095,2105,2130,2095,2100,2145,2145,2160,2200,2240,2200,2270,2300,2250,2245,2250,2270,2260,2220,2265,2300,2300,2300,2300,2302.5,2310,2310,2365,2355,2370,2340,2340,2355,2355,2340,2340,2535,2422.5,2425,2470,2400,2510,2510,2600,2510,2680,2720,2525,2600,2657.5,2557.5
"10018","New York","NY","New York","New York",226,,,,,,,,,,,,,,,,,,3225,3292,3250,3280,3297.5,3295,3369,3350,3392,3320,3250,3290,3300,3330,3320,3390,3350,3380,3400,3360,3300,3300,3300,3300,3300,3320,3400,3454,3450,3475,3475,3452.5,3495,3462.5,3550,3700,3635,3617.5,3595,3595,3670,3630,3620,3597.5,3525,3450,3435,3420,3485,3417.5,3595,3430,3450,3486.5,3495,3450,3500,3588,3479,3470,3495,3400,3392.5,3368,3395,3695,3672.5,3592.5
"10005","New York","NY","New York","New York",227,,,,,,,,,,,,,,3297.5,3250,3295,3436,3397.5,3364,3436,3500,3500,3445,3395,3458,3400,3320,3350,3300,3220.5,3250,3200,3240,3275,3295,3400,3485,3401,3450,3400,3390,3395,3395,3350,3500,3500,3400,3450,3490,3495,3495,3395,3450,3595,3888,3494.5,3540.5,3418,3402.5,3440,3385,3397.5,3299,3273.5,3275,3350,3477,3375,3504.5,3370,3414.5,3382.5,3494,3367,3275,3235,3309,3325,3348,3556.5,3615,3785,3700,3595,3695
"10280","New York","NY","New York","New York",228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250,3401,3242.5,3370,3415,3075,3195,3197.5,3132.5,3300,3495,3402.5,3500,3550,3400,3338.5
"02113","Boston","MA","Boston","Suffolk",229,,,,,,,,,,,,,,,,2400,2387.5,2200,2300,2400,2350,2397.5,2397.5,2400,2400,2450,2495,2400,2250,2400,2450,2550,2400,2400,2400,2600,2492.5,2497.5,2400,2400,2350,2400,2400,2400,2400,2400,2500,2400,2400,2400,2490,2500,2500,2550,2500,2500,2525,2500,2500,2400,2300,2300,2400,2400,2400,2500,2500,2500,2500,2500,2400,2500,2425,2500,2300,2500,2500,2650,2680,2675,2600,2700,2750,2700,2695
"02111","Boston","MA","Boston","Suffolk",230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2875,2912.5,3250,3300,3300,2975,3174.5,3211.5,3227.5,3149,3150,3046,2950
"11109","New York","NY","New York","New York",231,,,,,,,,,,2647.5,2675,2750,2642.5,2720,2675,2625,2730,2650,2687.5,2805,2860,2880,2820,2795,2825,2880,2800,2800,2900,2935,2880,2925,2900,2895,2850,2825,2850,2902.5,2895,2910,2920,2945,2900,2867.5,2825,2847.5,2892.5,3065,3095,3100,3150,3110,3295,3190,3087.5,3077.5,3095,3150,3125,3150,3100,3035.5,3045,3045,3235,3200,3195,3120,3300,3100,3195,3177.5,3200,2995,3300,3295,3350,3375,3395,3300,3350,3425,3347.5,3340,3205
"60606","Chicago","IL","Chicago","Cook",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1901,1900,1887,1901,1975,1997.5,1900.5,1940,1981,1950,1990.5,1958,2050
"10006","New York","NY","New York","New York",233,,,,,,2792.5,2850,2800,2867.5,2785,2750,2792.5,2800,2847.5,2800,2799.5,2880,2900,2925,2900,2975,2995,3033.5,3072.5,3000,3062.5,2995,2950,2912.5,2975,2850,2975,2995,2995,2995,3000,3000,2995,3000,3000,3000,3002.5,2995,2950,2950,3200,3195,3200,3200,3200,3200,3145,3295,3352.5,3352.5,3355,3295,3345,3345,3362.5,3397.5,3400,3338,3295,3362.5,3448,3390,3350,3485,3390,3370,3362.5,3400,3350,3346,3377.5,3495,3500,3650,3500,3500,3700,3850,3695,3500
"02109","Boston","MA","Boston","Suffolk",234,,,,,,,,,,,,,,,,,,,,,,,,,,,,2670,2695,3165,3130,3250,3275,3297.5,3295,3300,3250,3200,3100,3100,3260,3250,3250,3200,3282.5,3315,3230,3067.5,2925,2862.5,2850,2832.5,2850,2840,2902.5,2700,2600,2800,2600,2700,2700,2745,2740,2850,2850,2825,2850,2850,2980,2800,2775,2600,2850,2625,2965,2700,2700,2700,2700,2800,2700,2750,2850,2900,2980
